suhu_mesin,arus_R,arus_S,arus_T,tegangan_RS,tegangan_ST,tegangan_TR,suhu_lingkungan,kelembaban,kode_mpu6050,label_kondisi,label_maintenance_hari
25.72,2.647,3.199,3.23,382.14,379.67,379.51,28.06,75.08,0,0,143
27.22,3.173,2.836,3.734,380.38,375.71,385.18,27.31,62.9,0,0,155
38.25,5.959,6.853,5.107,383.13,375.39,372.29,28.48,51.64,1,1,91
25.84,4.307,4.59,3.094,382.54,377.94,380.14,27.64,71.47,0,0,166
28.19,4.282,2.499,2.504,381.19,378.81,381.71,27.34,58.3,0,0,129
35.65,6.571,5.17,6.166,382.18,381.36,381.21,26.99,59.55,1,1,91
25.19,4.999,3.74,2.276,378.71,380.05,379.1,26.24,75.47,0,0,124
31.53,5.03,6.402,6.1,381.49,385.43,382.62,26.74,77.69,1,1,111
29.78,4.651,4.147,3.091,378.7,382.06,380.2,26.33,62.25,0,0,131
59.76,11.888,11.482,11.824,416.39,388.58,389.0,28.55,61.74,4,4,2
28.57,2.041,2.765,4.745,382.23,381.76,382.4,26.96,56.11,0,0,175
43.1,8.586,7.978,8.463,387.53,364.6,368.05,27.56,63.76,2,2,36
38.77,6.293,6.524,5.462,380.48,381.85,386.65,27.73,56.15,1,1,98
28.59,2.586,3.909,3.727,379.95,384.02,382.27,28.71,50.44,0,0,171
36.55,5.658,5.849,6.822,371.2,380.05,374.14,25.97,77.43,1,1,118
68.52,11.395,11.46,11.656,402.72,375.36,352.18,27.62,77.52,4,4,2
35.77,6.791,6.818,6.479,379.26,375.28,384.51,26.24,78.79,1,1,77
43.41,8.427,7.149,7.966,376.35,360.43,378.36,29.1,75.71,2,2,30
54.84,10.632,9.123,9.494,345.92,356.17,370.92,27.44,55.92,3,3,16
30.2,2.393,4.393,2.626,381.29,382.33,379.95,28.92,50.28,0,0,122
27.69,4.929,3.873,2.456,380.1,378.77,378.46,26.97,56.71,0,0,133
37.61,6.934,5.029,6.502,385.8,384.65,380.07,28.62,50.71,1,1,103
32.11,4.819,3.932,2.275,383.1,382.97,376.1,28.0,65.49,0,0,161
47.82,8.206,7.906,7.445,376.32,384.34,382.56,26.35,68.47,2,2,53
57.52,9.436,10.544,9.455,360.57,356.59,371.88,28.27,66.87,3,3,15
27.31,3.941,2.047,2.541,378.55,380.41,381.08,29.23,66.87,0,0,122
25.99,4.285,4.599,3.809,378.87,381.91,379.25,26.53,67.35,0,0,138
44.81,7.261,8.43,8.361,372.83,373.57,388.33,28.28,58.7,2,2,36
28.98,4.609,4.243,3.273,381.41,380.81,378.4,26.21,57.59,0,0,142
47.82,7.508,8.882,7.431,388.25,370.18,377.14,29.05,60.43,2,2,55
27.92,4.357,2.671,4.317,378.07,379.79,378.67,26.46,56.3,0,0,138
33.9,5.206,6.124,6.187,377.96,378.63,385.73,29.53,72.09,1,1,86
30.28,3.0,4.101,4.749,379.54,377.04,380.57,28.31,69.65,0,0,160
37.65,5.854,5.241,6.987,376.73,386.49,368.39,28.59,50.61,1,1,116
29.13,3.891,3.31,3.37,380.39,382.63,380.69,28.62,77.71,0,0,156
34.86,6.234,5.579,6.586,385.99,387.99,384.24,26.75,59.65,1,1,82
29.38,3.006,4.096,3.421,385.08,380.98,379.52,28.16,63.21,0,0,172
33.34,6.359,5.221,5.21,371.84,385.3,383.48,26.48,65.22,1,1,97
44.78,7.079,8.81,8.637,387.26,394.93,389.09,27.28,59.19,2,2,46
27.8,2.049,2.247,2.773,375.19,383.05,380.61,28.0,57.06,0,0,149
27.91,4.625,2.459,3.999,378.38,377.36,384.49,28.07,56.87,0,0,156
28.74,3.496,4.392,2.184,377.89,381.54,377.89,27.24,51.79,0,0,162
40.69,5.944,6.034,6.709,378.26,380.96,376.71,26.98,55.97,1,1,112
32.83,6.279,5.152,6.145,376.04,382.75,383.29,28.2,73.42,1,1,93
27.9,2.848,3.692,3.213,375.56,379.69,381.88,26.81,76.22,0,0,167
28.49,2.764,3.282,4.704,379.3,377.23,379.58,28.43,78.63,0,0,165
30.89,4.322,2.347,3.674,382.66,379.19,379.79,27.46,77.65,0,0,166
35.61,6.471,6.994,6.538,378.01,385.08,369.59,27.73,74.0,1,1,71
27.46,3.507,4.118,3.71,380.13,377.0,378.65,29.02,58.89,0,0,176
69.5,11.156,11.463,11.221,351.95,348.79,385.17,26.2,52.06,4,4,5
26.64,3.249,2.468,2.763,384.46,380.24,381.25,27.95,69.02,0,0,128
36.02,6.768,6.684,6.892,380.97,378.95,380.08,28.8,78.85,1,1,91
25.86,4.502,2.326,2.07,383.08,379.99,382.28,26.95,72.83,0,0,129
26.5,2.308,2.795,2.393,382.43,377.94,378.22,26.15,72.31,0,0,127
32.91,5.406,5.404,6.393,378.11,382.68,382.85,26.97,50.27,1,1,80
32.99,5.02,6.61,6.035,384.56,382.83,381.26,26.13,59.16,1,1,108
70.14,11.797,11.449,11.164,378.48,357.28,432.4,27.52,67.93,4,4,5
27.95,3.692,2.05,4.368,378.99,379.16,376.37,28.16,75.41,0,0,152
28.86,2.74,4.218,4.343,376.76,377.13,378.62,28.27,53.12,0,0,128
30.83,5.325,5.411,5.986,379.25,378.35,378.93,27.68,75.48,1,1,110
36.54,5.39,5.827,6.117,383.99,372.3,386.14,27.36,65.48,1,1,80
26.71,2.853,2.788,2.559,380.25,379.78,379.91,29.56,67.26,0,0,178
28.42,4.479,2.383,3.307,383.19,381.98,382.16,28.93,52.83,0,0,161
29.63,4.98,4.08,4.06,381.89,382.21,380.09,27.98,53.46,0,0,136
58.51,9.971,9.219,10.766,365.05,392.02,384.47,28.84,58.85,3,3,25
28.48,4.777,4.908,2.708,378.44,378.95,382.23,29.75,75.74,0,0,139
27.6,2.909,2.663,4.011,379.52,381.32,378.21,27.26,62.83,0,0,156
29.18,4.697,2.204,2.906,381.07,378.66,376.32,28.78,55.61,0,0,134
27.18,3.082,3.667,4.602,376.38,377.09,376.49,28.76,73.92,0,0,121
27.65,2.971,3.757,2.905,378.08,377.27,382.82,28.54,59.26,0,0,160
27.37,3.016,2.591,4.884,378.38,378.36,381.15,27.6,51.86,0,0,135
26.39,4.885,3.769,4.362,377.65,380.92,382.33,28.72,52.51,0,0,149
40.63,8.171,7.538,8.852,372.41,364.29,377.84,29.19,72.9,2,2,37
29.19,4.711,2.295,2.314,381.14,378.7,381.56,27.37,60.35,0,0,130
28.33,4.822,2.092,4.255,379.01,381.51,379.15,28.29,65.7,0,0,167
52.08,10.032,10.47,9.189,367.34,386.43,376.94,28.14,56.75,3,3,8
40.05,5.579,6.115,6.203,383.18,376.58,382.09,26.71,60.96,1,1,102
26.87,4.827,4.992,4.057,377.62,383.42,381.19,27.72,52.26,0,0,172
26.37,4.25,4.363,3.723,381.63,380.98,376.07,28.44,65.37,0,0,124
29.03,4.232,2.724,3.757,379.68,378.39,380.85,27.89,69.09,0,0,129
37.94,5.461,5.806,6.742,380.17,377.6,378.45,28.82,61.99,1,1,65
69.98,11.726,11.505,11.593,419.85,394.4,415.0,27.57,52.82,4,4,5
29.42,5.564,6.265,5.437,383.13,381.09,377.83,28.14,77.04,1,1,116
40.24,5.909,5.92,6.34,377.15,384.24,375.86,27.64,76.06,1,1,82
34.32,5.192,5.026,5.939,378.43,388.54,380.63,27.7,78.55,1,1,90
28.1,3.946,4.132,3.932,378.4,378.7,382.5,29.69,52.0,0,0,172
27.84,4.772,2.792,3.1,380.28,379.18,380.78,28.19,66.48,0,0,153
36.17,5.79,6.798,5.521,378.18,380.57,367.59,28.33,68.04,1,1,79
65.87,11.049,11.32,11.395,405.98,363.91,345.01,26.89,65.22,4,4,4
24.83,2.531,4.818,2.948,379.49,381.28,381.79,28.33,54.15,0,0,164
28.62,6.891,6.346,5.108,378.39,374.47,376.53,26.99,69.76,1,1,106
27.82,4.131,3.379,2.985,381.57,374.68,381.4,28.19,75.46,0,0,140
26.95,2.063,2.199,3.372,378.6,380.97,378.2,27.23,77.77,0,0,152
28.26,3.031,2.344,2.159,376.87,379.08,379.73,29.01,71.93,0,0,170
26.58,2.665,4.71,3.474,378.28,380.87,381.09,26.46,53.93,0,0,176
43.3,7.495,8.596,7.265,376.96,382.75,366.87,27.45,54.16,2,2,34
27.88,2.237,3.767,2.56,375.36,379.95,378.8,29.02,76.04,0,0,153
29.48,5.116,6.894,6.904,388.31,378.18,377.75,27.23,76.39,1,1,75
44.6,7.504,7.045,7.272,379.03,370.1,385.67,27.26,58.89,2,2,32
63.06,10.192,10.908,10.205,386.02,376.43,385.63,28.26,56.14,3,3,23
28.03,2.423,3.835,2.671,380.47,380.14,380.46,26.75,64.02,0,0,149
27.84,4.59,2.769,3.713,381.2,384.48,379.54,29.03,56.77,0,0,133
25.59,4.063,4.383,3.363,380.69,381.63,379.63,26.07,53.0,0,0,157
69.32,11.929,11.683,11.655,376.43,335.57,391.9,31.03,58.4,4,4,4
51.47,10.085,9.338,10.491,384.39,383.99,382.09,27.05,70.71,3,3,10
28.11,4.908,4.867,3.237,383.42,380.35,382.62,25.25,67.06,0,0,140
48.4,8.454,8.55,8.298,375.65,367.28,379.14,27.24,60.94,2,2,57
25.17,2.86,2.286,4.676,383.72,380.57,382.65,27.28,63.8,0,0,136
30.52,5.165,6.684,5.243,368.11,378.32,385.04,28.03,73.0,1,1,101
26.79,4.546,3.641,4.765,380.33,379.98,380.63,27.86,73.69,0,0,129
47.7,8.308,7.359,8.071,384.43,382.77,349.64,26.33,65.52,2,2,30
29.06,4.392,2.958,3.936,377.67,379.17,378.15,27.48,71.18,0,0,135
49.05,8.4,8.987,7.94,366.53,378.39,382.77,28.28,65.81,2,2,37
44.45,8.8,7.994,8.517,378.2,378.7,373.2,29.22,64.26,2,2,41
36.12,6.475,5.038,6.852,377.37,386.81,375.82,27.76,65.55,1,1,72
29.84,2.546,2.169,4.844,379.28,378.21,382.39,27.43,73.13,0,0,149
29.06,4.413,2.748,2.126,378.82,378.83,380.26,27.75,51.73,0,0,168
25.15,4.834,2.961,4.691,375.51,385.97,382.44,28.08,67.83,0,0,141
27.36,4.786,2.859,2.837,376.0,378.34,381.59,29.32,63.18,0,0,165
28.31,2.156,3.147,3.181,378.6,384.77,383.87,28.58,61.01,0,0,147
64.05,9.089,9.738,9.998,371.68,372.65,419.57,28.26,79.25,3,3,28
32.49,6.284,6.143,6.049,387.34,382.77,390.63,26.44,59.79,1,1,101
30.78,3.923,2.006,4.904,380.31,379.8,379.45,27.59,65.81,0,0,142
30.14,2.584,4.946,3.312,380.41,379.73,381.05,29.89,79.03,0,0,178
25.44,4.948,3.349,4.542,378.12,377.09,379.09,27.48,56.39,0,0,135
32.44,5.595,5.22,5.741,376.75,385.84,377.51,29.29,79.0,1,1,102
26.19,3.171,4.04,2.888,381.02,376.78,379.92,28.39,75.34,0,0,160
50.72,10.77,9.161,10.211,365.58,386.7,356.09,28.4,70.92,3,3,12
24.9,3.02,2.195,3.516,379.91,379.87,381.12,25.92,78.34,0,0,127
70.44,11.453,11.389,11.689,376.48,365.13,366.5,27.71,72.07,4,4,3
37.01,7.651,7.389,7.461,378.3,382.26,378.57,29.02,52.16,2,2,43
30.0,4.108,4.895,3.361,377.77,381.29,384.35,27.72,53.18,0,0,126
55.28,10.668,10.659,10.892,396.26,382.85,385.0,29.21,70.1,3,3,11
27.29,3.419,2.859,4.682,380.64,379.66,377.36,27.31,50.33,0,0,151
51.49,8.586,7.817,8.341,387.99,378.77,373.26,28.37,65.51,2,2,40
27.85,4.346,4.084,4.964,384.34,374.52,380.78,27.0,68.89,0,0,172
57.08,10.145,10.116,10.652,388.63,369.16,391.95,28.93,64.25,3,3,11
45.4,7.744,7.399,8.09,377.97,395.36,379.54,30.84,54.15,2,2,51
47.22,8.831,7.943,7.286,389.67,392.52,379.34,28.52,52.57,2,2,34
43.84,8.987,7.977,8.101,365.38,373.24,386.94,28.27,55.42,2,2,35
26.88,2.772,4.664,2.98,376.02,382.59,379.59,27.37,76.87,0,0,154
26.43,4.349,4.277,4.395,376.96,382.44,379.3,27.39,69.71,0,0,167
24.21,4.469,3.124,4.75,380.7,376.0,377.86,29.19,65.19,0,0,142
27.72,2.928,2.18,2.708,379.84,378.47,378.45,27.88,52.69,0,0,142
35.84,5.465,5.444,6.484,382.68,389.14,388.28,26.19,63.68,1,1,118
30.78,2.716,4.508,4.166,381.15,378.85,383.98,27.65,54.77,0,0,164
78.42,11.31,11.207,11.361,394.59,379.66,408.22,25.55,74.26,4,4,1
33.96,5.138,6.049,6.194,374.8,375.77,386.2,26.71,70.56,1,1,71
40.93,8.611,7.757,8.494,382.97,384.27,386.95,29.13,59.57,2,2,33
25.78,4.593,3.744,4.188,377.99,378.43,378.25,28.94,62.61,0,0,170
47.18,8.8,7.16,8.68,374.86,389.49,369.41,26.91,67.53,2,2,30
46.81,9.137,9.798,9.374,390.8,381.45,359.75,28.86,55.34,3,3,21
30.0,4.373,2.898,2.405,378.32,379.68,378.5,26.62,52.04,0,0,151
30.44,5.034,5.392,5.792,375.74,382.15,373.66,29.53,61.54,1,1,92
48.95,8.738,7.325,8.768,371.63,376.48,363.35,29.34,66.69,2,2,39
27.37,4.968,4.7,2.86,380.99,380.56,380.87,27.83,54.1,0,0,141
27.41,3.578,3.557,3.725,377.56,378.39,380.36,26.71,50.72,0,0,163
34.22,2.16,2.72,4.496,378.35,375.23,377.27,27.16,52.99,0,0,150
26.79,4.452,2.26,2.877,379.93,379.84,376.25,29.52,59.79,0,0,157
27.71,2.133,4.179,4.694,379.2,382.87,382.44,28.69,77.23,0,0,165
29.5,4.657,4.365,3.426,380.14,376.09,384.92,28.05,72.02,0,0,142
28.93,3.313,4.85,4.133,382.35,376.92,375.78,26.92,79.69,0,0,172
29.0,3.601,2.867,3.973,381.62,378.86,382.19,28.33,76.7,0,0,132
64.47,11.013,11.438,11.04,377.37,418.15,418.56,27.58,55.87,4,4,4
26.0,4.888,2.464,4.74,376.12,377.73,381.28,26.73,69.65,0,0,121
74.31,11.859,11.333,11.536,383.73,423.04,365.87,26.92,74.04,4,4,4
26.94,2.268,2.685,2.611,376.46,378.4,381.93,29.07,66.03,0,0,170
27.63,2.149,3.965,2.232,377.8,379.95,378.6,28.43,55.71,0,0,128
27.47,4.991,2.847,2.253,381.8,383.14,383.65,27.27,65.26,0,0,170
28.09,2.19,4.079,2.185,381.3,381.76,381.68,27.76,58.08,0,0,126
29.5,3.475,4.152,3.55,378.6,383.1,381.23,29.18,52.36,0,0,122
33.35,6.497,5.328,6.693,376.3,381.33,379.71,28.26,59.36,1,1,99
27.38,4.152,2.6,3.38,379.31,376.64,381.49,28.77,68.51,0,0,144
37.33,6.12,6.195,5.691,380.97,387.33,374.92,28.76,66.56,1,1,60
36.82,5.003,6.273,6.498,378.85,371.84,376.59,27.35,61.74,1,1,63
27.27,2.145,4.345,3.626,381.03,376.45,380.06,27.67,66.19,0,0,156
27.93,4.968,3.049,4.897,380.53,379.08,379.32,27.42,79.0,0,0,161
48.71,7.181,8.859,7.939,389.75,389.54,378.23,28.2,57.29,2,2,47
26.64,2.499,3.778,4.284,381.68,376.39,380.07,27.62,76.85,0,0,143
28.74,3.557,3.159,3.406,384.81,381.19,380.37,27.92,63.77,0,0,151
67.87,11.965,11.831,11.167,366.76,392.28,388.16,28.29,58.5,4,4,1
29.21,3.062,2.48,3.945,381.23,380.07,383.81,27.54,79.45,0,0,143
36.15,6.474,5.945,6.223,380.73,375.28,380.41,27.22,68.63,1,1,94
68.5,11.069,11.92,11.451,365.03,388.73,348.0,27.39,59.45,4,4,5
29.44,4.61,3.678,4.662,376.46,378.02,378.55,28.01,55.82,0,0,171
28.67,4.293,2.959,4.855,379.79,378.72,384.17,27.06,78.04,0,0,148
29.34,3.232,2.857,3.011,377.75,378.87,379.53,28.95,74.62,0,0,153
30.1,2.254,4.851,2.321,382.5,376.22,381.41,27.76,50.87,0,0,158
29.2,4.2,4.375,3.627,382.17,379.4,379.47,26.66,54.45,0,0,136
39.71,5.918,5.327,5.504,377.9,376.91,379.05,27.38,62.07,1,1,87
28.23,3.242,3.001,3.673,378.05,376.4,379.03,28.43,73.25,0,0,171
25.86,3.75,3.452,3.001,382.12,380.26,378.23,28.0,56.44,0,0,132
69.81,11.094,11.532,11.747,423.55,357.54,309.18,27.54,74.49,4,4,2
47.98,8.402,8.98,8.871,374.67,396.41,382.18,27.71,73.69,2,2,38
31.65,6.779,6.405,5.12,374.22,383.8,375.02,27.39,69.46,1,1,63
30.38,2.71,3.334,3.9,382.11,382.4,381.12,28.65,67.97,0,0,140
37.34,5.756,6.831,6.742,372.62,377.97,375.56,27.28,71.52,1,1,64
28.82,3.602,4.533,4.188,377.01,379.06,381.08,28.08,60.41,0,0,163
27.35,2.589,4.083,2.806,379.49,381.04,382.52,28.21,71.52,0,0,172
25.81,2.046,4.084,2.693,380.85,379.79,382.29,29.13,54.43,0,0,134
50.04,9.682,9.04,10.444,382.69,394.96,410.48,26.57,54.4,3,3,12
27.87,4.457,4.409,4.836,379.71,377.0,378.92,29.31,55.86,0,0,133
29.38,4.307,2.238,3.97,382.46,378.57,379.73,26.91,75.99,0,0,147
26.67,3.845,3.343,2.476,381.39,376.42,380.52,28.66,54.06,0,0,153
28.44,4.49,2.814,3.418,381.47,380.53,382.4,27.45,53.01,0,0,133
48.79,7.729,7.32,7.808,373.57,375.38,380.54,26.27,75.89,2,2,33
39.57,5.1,6.801,6.393,384.73,382.98,375.17,28.67,70.62,1,1,112
48.63,8.686,7.35,8.809,376.88,396.97,375.52,28.58,66.28,2,2,50
31.15,4.37,3.127,4.986,380.62,381.36,385.36,28.07,67.92,0,0,141
27.51,4.303,2.668,4.907,379.27,382.83,382.0,26.79,70.68,0,0,122
26.84,4.909,4.236,3.474,377.9,380.59,380.81,29.22,69.58,0,0,170
26.42,3.464,2.648,3.451,378.44,382.22,378.97,28.74,58.8,0,0,149
26.94,4.124,4.1,2.554,382.1,380.57,382.98,27.17,50.72,0,0,161
43.39,8.261,7.343,8.529,364.24,391.2,375.22,28.87,63.23,2,2,41
29.01,3.56,4.959,4.904,383.44,378.42,378.59,27.53,58.79,0,0,134
27.11,2.577,3.273,4.502,379.99,385.12,378.79,28.3,50.14,0,0,147
28.69,3.223,3.232,4.683,380.11,378.52,380.78,27.13,68.56,0,0,173
27.56,4.55,2.28,2.126,381.38,378.57,380.01,26.45,64.11,0,0,166
26.0,3.681,4.977,4.269,376.47,378.56,380.92,28.56,72.38,0,0,171
64.56,11.57,11.492,11.518,379.6,330.58,328.13,27.83,56.36,4,4,2
41.09,7.587,7.943,7.471,386.69,374.9,391.36,28.15,60.14,2,2,43
66.6,11.815,11.344,11.914,377.19,345.65,378.05,26.86,59.27,4,4,5
26.42,2.294,2.161,3.743,376.05,382.05,380.89,28.06,75.32,0,0,133
27.19,3.874,2.339,2.765,380.59,379.17,379.18,27.83,71.94,0,0,148
28.31,2.812,4.416,4.05,384.32,380.66,379.43,28.94,63.32,0,0,173
28.0,4.092,3.103,4.592,374.27,379.88,379.09,27.9,78.92,0,0,168
49.88,8.359,8.966,8.065,377.41,366.11,379.64,28.13,59.42,2,2,38
29.75,4.335,4.554,2.816,379.68,376.82,381.37,28.19,62.93,0,0,151
28.92,3.701,4.489,2.978,379.91,381.19,379.62,29.56,71.92,0,0,166
29.23,4.389,3.346,2.364,382.79,376.7,380.83,27.96,52.02,0,0,136
27.35,4.906,4.917,3.833,380.55,375.09,378.49,28.72,55.33,0,0,158
33.22,5.998,5.251,6.676,380.2,380.17,374.93,26.42,69.13,1,1,74
27.54,2.491,2.852,4.345,380.39,379.97,378.53,25.72,69.26,0,0,124
28.13,2.912,3.145,2.528,380.94,381.92,382.06,28.35,55.38,0,0,152
27.58,2.924,3.632,3.863,379.24,382.54,381.05,28.04,70.59,0,0,131
26.21,2.133,4.095,4.197,380.11,383.93,379.13,29.27,69.97,0,0,166
51.81,7.399,7.537,7.88,394.96,377.06,369.45,27.59,56.86,2,2,45
54.01,9.927,9.545,10.8,399.89,394.96,385.81,28.91,67.45,3,3,17
74.36,11.487,11.321,11.351,368.14,384.76,339.67,28.62,61.17,4,4,3
48.61,8.708,8.198,7.546,377.34,355.1,373.34,29.29,77.61,2,2,37
27.76,2.12,4.232,2.105,376.75,375.35,377.97,29.35,66.24,0,0,122
36.03,6.402,5.279,6.315,382.33,382.02,387.44,27.06,76.09,1,1,69
26.79,3.876,2.004,3.059,385.57,381.96,377.66,27.23,52.65,0,0,154
26.49,4.457,2.036,4.421,383.19,379.17,378.56,28.58,79.49,0,0,135
38.09,7.435,8.972,8.429,376.84,378.57,381.18,27.97,56.87,2,2,30
27.51,3.062,2.445,2.47,379.21,381.2,378.96,28.08,71.6,0,0,163
57.11,10.303,9.289,10.19,375.96,364.94,405.45,29.99,71.02,3,3,16
27.63,2.593,3.434,3.336,380.11,383.66,380.28,27.92,57.09,0,0,144
29.96,6.246,5.231,5.254,381.03,377.73,392.01,27.88,71.04,1,1,83
31.72,6.747,6.729,6.068,375.13,376.12,381.35,29.57,58.0,1,1,84
56.74,9.767,9.536,10.641,389.65,385.85,387.17,28.03,79.38,3,3,18
33.4,5.88,6.843,6.776,373.83,377.84,385.67,29.54,79.24,1,1,92
31.72,6.213,6.443,5.176,376.12,390.74,378.7,28.9,64.84,1,1,104
27.82,2.031,4.576,3.68,379.73,377.3,376.5,28.1,65.07,0,0,171
26.93,3.474,3.724,2.861,380.06,384.23,381.99,27.5,55.0,0,0,132
27.21,3.51,3.824,3.464,382.15,378.09,380.35,29.19,77.7,0,0,175
32.28,6.275,6.904,5.185,380.74,376.89,380.02,28.53,67.49,1,1,84
30.35,2.784,2.234,3.034,378.77,382.09,377.61,28.12,76.62,0,0,131
33.17,6.057,6.756,6.622,376.47,389.84,376.76,26.33,59.92,1,1,72
26.93,3.003,4.353,2.349,381.89,379.06,381.4,27.75,70.8,0,0,126
25.81,4.514,4.879,3.816,379.26,380.04,379.74,27.41,78.21,0,0,127
37.25,5.12,6.906,5.203,377.61,380.45,387.4,28.77,55.99,1,1,114
27.26,4.164,3.337,4.995,378.3,380.48,378.61,27.87,57.14,0,0,129
28.85,3.107,4.957,3.104,378.91,382.58,377.21,27.35,56.19,0,0,166
26.27,4.79,2.028,3.752,379.56,380.52,378.84,28.12,76.7,0,0,169
64.13,11.456,11.208,11.498,365.48,385.82,400.01,28.06,74.17,4,4,1
34.42,6.893,6.373,6.464,375.02,379.89,392.24,26.53,60.41,1,1,61
27.22,4.259,2.013,2.921,380.29,375.27,380.15,29.92,55.38,0,0,169
25.35,3.479,4.621,4.32,381.8,377.55,380.86,27.13,70.03,0,0,133
28.94,3.082,4.632,2.361,379.9,382.83,383.29,28.32,75.4,0,0,157
37.09,8.91,7.041,7.705,383.38,400.47,398.97,27.3,71.75,2,2,54
35.79,6.335,5.828,6.36,379.28,375.38,378.82,27.61,51.03,1,1,99
27.46,4.675,4.258,3.9,380.26,381.48,379.65,27.8,74.24,0,0,127
30.65,4.531,3.396,4.355,379.51,375.2,379.27,27.93,53.69,0,0,131
28.29,3.518,2.373,3.477,379.86,376.48,379.86,28.15,50.73,0,0,155
38.3,6.595,5.989,5.945,377.26,372.94,382.0,27.55,79.15,1,1,60
40.99,8.84,7.401,8.451,374.1,381.04,377.49,25.69,53.23,2,2,52
29.89,2.965,3.469,4.837,381.45,379.73,380.63,27.0,61.9,0,0,139
26.19,2.566,4.073,2.988,377.63,378.22,383.04,27.74,78.31,0,0,154
31.43,3.872,2.398,3.171,380.03,379.36,377.64,28.81,51.92,0,0,173
74.45,11.399,11.086,11.361,405.08,384.67,400.59,26.55,77.84,4,4,1
29.56,2.148,3.796,3.583,381.19,377.95,378.21,28.39,52.42,0,0,165
43.18,7.379,8.382,8.805,373.15,370.77,366.07,29.05,57.72,2,2,31
43.86,5.658,5.944,5.559,382.46,385.06,383.73,27.36,50.27,1,1,71
26.96,4.935,4.484,3.183,380.3,380.75,381.61,29.13,69.93,0,0,147
25.75,4.699,2.659,4.224,384.68,380.74,377.83,26.54,54.74,0,0,124
29.33,4.717,4.085,2.738,382.65,378.47,378.89,28.5,53.11,0,0,148
32.68,5.447,5.88,5.948,380.12,388.74,382.78,28.08,69.28,1,1,60
41.63,8.917,8.8,7.881,378.99,386.6,368.11,28.84,74.26,2,2,32
38.26,5.519,5.579,6.356,378.08,376.67,376.46,28.48,52.26,1,1,96
28.27,3.55,2.246,3.137,380.97,377.89,378.4,28.82,63.99,0,0,174
26.38,4.408,4.216,4.205,383.13,381.91,380.78,27.53,72.44,0,0,122
74.66,11.817,11.768,11.39,384.53,392.39,423.27,28.66,61.72,4,4,5
38.06,7.712,8.125,8.992,364.34,388.63,369.72,27.14,67.17,2,2,39
28.27,4.86,3.026,3.919,381.01,378.78,376.52,26.84,51.01,0,0,141
65.49,11.139,11.337,11.802,367.35,383.73,344.52,28.73,66.99,4,4,1
34.57,6.804,6.804,6.888,386.09,372.39,378.26,27.93,67.71,1,1,87
37.31,6.892,6.832,5.812,382.25,375.94,378.44,28.28,56.99,1,1,73
34.77,6.636,6.416,5.011,375.66,388.37,371.94,28.36,50.61,1,1,86
48.02,8.426,8.986,8.819,380.97,348.18,360.74,28.63,52.84,2,2,50
36.46,6.126,6.523,6.572,380.43,374.11,377.87,28.84,59.19,1,1,78
27.76,3.8,3.715,2.593,380.41,383.77,378.71,26.99,78.04,0,0,153
29.02,3.549,3.38,3.303,379.07,383.73,378.49,27.87,53.67,0,0,144
47.89,9.289,9.649,9.327,385.24,378.18,376.28,26.26,72.34,3,3,26
29.06,2.143,2.138,4.433,376.18,378.42,383.12,28.83,69.32,0,0,158
27.85,3.457,2.713,3.149,381.6,378.15,377.36,29.03,51.84,0,0,149
27.56,2.656,4.679,2.365,377.52,381.12,376.82,29.44,50.87,0,0,150
28.74,3.015,2.131,3.759,377.78,376.76,377.45,29.0,54.68,0,0,178
40.32,5.421,5.52,6.839,381.59,387.81,377.61,27.7,59.9,1,1,115
43.92,10.294,9.85,10.343,381.49,358.6,388.75,27.78,59.58,3,3,8
27.23,2.989,3.507,2.849,375.88,378.27,381.31,29.49,60.79,0,0,168
25.59,4.939,2.928,4.272,383.3,377.0,380.64,27.66,52.72,0,0,152
26.93,3.222,4.735,4.345,380.52,383.53,379.74,29.0,54.57,0,0,142
52.76,9.042,9.236,10.899,382.3,384.22,378.15,29.4,72.59,3,3,24
36.28,5.516,5.62,5.957,375.1,379.67,379.48,26.94,73.61,1,1,105
27.55,3.436,4.44,3.155,379.6,380.1,379.08,28.67,55.82,0,0,152
48.83,8.021,7.888,7.848,383.6,380.32,377.9,27.63,58.76,2,2,50
46.83,7.052,7.9,8.1,370.87,392.16,372.2,27.87,76.47,2,2,32
45.37,8.342,8.751,8.989,370.94,380.4,375.04,27.06,68.63,2,2,58
50.15,10.885,10.412,9.524,337.96,331.03,385.76,27.51,70.59,3,3,8
28.06,3.462,4.373,4.446,376.71,379.27,379.03,27.21,54.56,0,0,166
42.42,7.313,7.181,8.064,393.29,380.14,357.11,30.32,72.65,2,2,56
29.22,4.178,2.13,4.408,375.33,381.41,384.55,28.76,62.52,0,0,165
40.15,7.183,7.32,7.324,366.68,388.25,377.35,28.72,72.35,2,2,42
36.98,5.552,6.718,5.004,380.41,375.05,383.48,26.8,68.94,1,1,103
47.47,7.515,7.616,8.304,360.58,383.51,369.54,28.6,51.38,2,2,55
36.62,6.418,6.441,5.428,381.55,377.6,376.07,26.81,73.76,1,1,73
26.36,2.571,4.45,3.81,382.93,378.36,375.93,29.07,62.31,0,0,172
27.51,4.16,4.076,2.616,384.26,376.75,381.68,28.56,51.05,0,0,158
68.38,11.658,11.372,11.696,409.88,370.12,389.68,28.57,76.94,4,4,2
53.92,10.73,9.617,10.694,415.81,381.6,391.87,27.0,60.32,3,3,26
